,,,,,,"Art","Art",,,,,,,,,,
"7109","props_scarf_002","fin","шарф Лекса","http:///file_proxy/thumbnail/376473","","109955","fin","props","props_clothes","ep023seq01sh07, ep023seq02sh02, ep023seq02sh03, ep023seq02sh04, ep023seq02sh07, ep023seq02sh08, ep023seq02sh09, ep023seq02sh15, ep023seq02sh17, ep023seq02sh18, ep023seq02sh19, ep023seq02sh20, ep023seq02sh21, ep023seq02sh23, ep023seq02sh24, ep023seq02sh26, ep023seq03sh05, ep023seq03sh06, ep023seq03sh08, ep023seq03sh09, ep023seq04sh12, ep023seq04sh13, ep023seq04sh14, ep023seq04sh15, ep023seq04sh16, ep023seq04sh18, ep023seq04sh19, ep023seq04sh20, ep023seq05sh07, ep023seq06sh01, ep023seq06sh02, ep023seq06sh03, ep023seq06sh04, ep023seq06sh05, ep023seq07sh10, ep023seq08sh01, ep023seq08sh02, ep023seq08sh05, ep023seq08sh07, ep023seq08sh09, ep023seq08sh10, ep023seq08sh11, ep023seq08sh12, ep023seq08sh14, ep023seq08sh16, ep023seq09sh01, ep023seq09sh03, ep023seq09sh04, ep023seq09sh06, ep023seq09sh08, ep023seq09sh09, ep023seq09sh11, ep023seq09sh13, ep023seq09sh15, ep023seq09sh16, ep023seq10sh01, ep023seq10sh02, ep023seq10sh03, ep023seq10sh04, ep023seq10sh05, ep023seq10sh06, ep023seq10sh07, ep023seq10sh08, ep023seq11sh01, ep023seq11sh03, ep023seq11sh05, ep023seq11sh06, ep023seq13sh03, ep023seq13sh05, ep023seq13sh06, ep023seq13sh07, ep023seq14sh02, ep023seq14sh03, ep023seq14sh05, ep023seq14sh07, ep023seq14sh08, ep023seq14sh09, ep023seq14sh10, ep023seq15sh01, ep023seq15sh02, ep023seq15sh03, ep023seq15sh04, ep023seq16sh01, ep023seq16sh02","Assets","ep023","","props","2021/01/27 11:16:33 AM","LEX&PLU",
"3615","props_scooter_001","wtg","","http:///file_proxy/thumbnail/205668","","82480","fin","props","props_vehicles","ep004seq08sh10, ep004seq08sh11","Assets","ep004","","props","2019/12/13 03:24:16 AM","LEX&PLU",
"5538","props_screwdriver_001","fin","отвертка Плу, винт","http:///file_proxy/thumbnail/302961","","97037","fin","props","props_accessories","ep014seq06sh12, ep014seq06sh13, ep016seq03sh14","Assets","ep014","","props","2020/09/03 02:05:16 PM","LEX&PLU",
"3597","props_seatbelt_001","wtg","","http:///file_proxy/thumbnail/205650","","82462","omt","props","props_vehicles","ep004seq02sh03, ep014seq02sh22, ep014seq02sh23, ep014seq03sh04, ep014seq04sh07, ep014seq04sh11, ep014seq04sh14, ep014seq06sh11, ep014seq06sh13, ep014seq06sh14, ep014seq06sh18, ep014seq07sh04, ep014seq07sh05, ep014seq07sh06, ep014seq07sh10, ep014seq07sh12, ep014seq07sh14","Assets","ep004","","props","2019/12/13 01:27:14 AM","LEX&PLU",
"5526","props_seatbelt_001","fin","ремень с застежкой","http:///file_proxy/thumbnail/302958","","97025","fin","props","props_vehicles","ep014seq02sh26","Assets","ep014","","props","2020/09/03 02:05:14 PM","LEX&PLU",
"7381","props_seatbelt_002","fin","ремень защелка","http:///file_proxy/thumbnail/385000","","112789","fin","props","props_vehicles","ep024seq01sh17, ep024seq02sh02, ep024seq02sh06, ep024seq02sh12, ep024seq02sh16, ep024seq08sh01, ep024seq08sh02, ep024seq08sh03, ep024seq08sh04, ep024seq09sh05, ep024seq09sh07, ep024seq09sh12, ep024seq09sh16","Assets","ep024","","props","2021/02/03 08:52:39 PM","LEX&PLU",
"5087","props_seaweed_001","wtg","водоросли","http:///file_proxy/thumbnail/282409","","93178","fin","props","props_nature","ep011seq10sh05, ep011seq10sh06","Assets","ep011","","props","2020/07/16 09:59:05 AM","LEX&PLU",
"5409","props_security_bubble_001","wtg","защитный пузырь","http:///file_proxy/thumbnail/293692","","96201","fin","props","props_tools","ep013seq10sh06, ep013seq10sh12, ep013seq10sh13","Assets","ep013","","props","2020/08/19 11:05:17 PM","LEX&PLU",
"5410","props_security_equipment_001","wtg","столб сигнализации","http:///file_proxy/thumbnail/293695","","96202","fin","props","props_tools","ep013seq05sh03, ep013seq05sh04, ep013seq05sh06, ep013seq10sh06, ep013seq10sh10, ep013seq10sh12, ep013seq10sh13, ep013seq10sh15","Assets","ep013","","props","2020/08/19 11:05:17 PM","LEX&PLU",
"5408","props_security_key_fob_001","wtg","пульт сигнализации","","","96200","rdy","props","props_tools","","Assets","ep013","","props","2020/08/19 11:05:16 PM","LEX&PLU",
"5327","props_shovel_001","fin","лопата","http:///file_proxy/thumbnail/386093","","95436","fin","props","props_tools","ep012seq11sh18, ep023seq05sh01, ep023seq05sh02, ep023seq05sh03","Assets","ep012, ep023","1 - easy","props","2020/08/05 10:34:35 PM","LEX&PLU",
"5596","props_shutter_001","fin","ставни из досок c гвоздями","http:///file_proxy/thumbnail/309821","","97055","fin","props","props_furniture","ep016seq10sh02","Assets","ep016","","props","2020/09/04 03:10:28 PM","LEX&PLU",
"6511","props_signpost_001","fin","указатель","http:///file_proxy/thumbnail/365897","","106422","fin","props","props_accessories","ep021seq01sh12, ep021seq01sh13, ep021seq01sh14, ep021seq01sh16, ep021seq03sh01, ep021seq03sh07, ep021seq03sh08","Assets","ep021","2 - standard","props","2020/12/16 03:41:46 PM","LEX&PLU",
"4022","props_skateboard_001","wtg","скейтборд","http:///file_proxy/thumbnail/220751","","85646","fin","props","props_vehicles","ep007seq02sh02","Assets","ep007","","props","2020/03/12 11:36:32 AM","LEX&PLU",
"6947","props_skeleton_001","fin","скелеты персонажей","http:///file_proxy/thumbnail/351398","","107553","fin","props","props_accessories","ep020seq05sh11, ep020seq09sh01","Assets","ep020","","props","2021/01/12 02:47:45 PM","LEX&PLU",
"3579","props_skewer_001","wtg","","http:///file_proxy/thumbnail/203097","","79745","fin","props","props_accessories","ep003seq05sh01","Assets","ep003","","props","2019/11/15 06:13:14 PM","LEX&PLU",
"5080","props_skiing_001","wtg","лыжи","http:///file_proxy/thumbnail/282005","","93171","fin","props","props_accessories","ep011seq07sh01, ep011seq07sh02, ep011seq07sh09, ep011seq07sh10, ep011seq07sh12","Assets","ep011","","props","2020/07/16 09:59:04 AM","LEX&PLU",
"5411","props_slippers_001","wtg","тапки","http:///file_proxy/thumbnail/293698","","96203","fin","props","props_accessories","ep013seq07sh06, ep013seq07sh07, ep013seq07sh08, ep013seq07sh09, ep013seq07sh10, ep013seq07sh11, ep013seq08sh04","Assets","ep013","","props","2020/08/19 11:05:17 PM","LEX&PLU",
"7091","props_snow_001","fin","сугроб, в который падает Лекс, снежная борода, брови, шапка","http:///file_proxy/thumbnail/388332","","109937","fin","props","props_nature","ep023seq02sh08, ep023seq02sh09","Assets","ep023","","props","2021/01/27 11:16:30 AM","LEX&PLU",
"7092","props_snow_002","ip","снег на машине, который падает на Дарко","http:///file_proxy/thumbnail/373532","","109938","ip","props","props_nature","ep023seq04sh03, ep023seq04sh04","Assets","ep023","","props","2021/01/27 11:16:31 AM","LEX&PLU",
"7093","props_snow_003","ip","снег, который копают Триша и Плу","http:///file_proxy/thumbnail/373536","","109939","ip","props","props_nature","ep023seq05sh01, ep023seq05sh02","Assets","ep023","","props","2021/01/27 11:16:31 AM","LEX&PLU",
"7448","props_snow_004","fin","Снежок, который бросает Дарко в снеговика, и снег от машины, которым его забрасывает Лекс","http:///file_proxy/thumbnail/388317","","113598","fin","props","props_nature","ep023seq09sh17, ep023seq09sh18, ep023seq09sh19, ep023seq10sh01, ep023seq10sh02","Assets","ep023","2 - standard","characters","2021/02/16 05:01:13 PM","LEX&PLU",
"5229","props_snowball_001","fin","снежки","http:///file_proxy/thumbnail/289628","","94437","fin","props","props_nature","ep012seq05sh02, ep012seq05sh03, ep012seq05sh04, ep012seq05sh06, ep012seq09sh04, ep012seq11sh16, ep012seq11sh18","Assets","ep012","1 - easy","props","2020/07/25 02:13:20 PM","LEX&PLU",
"7103","props_snowbank_001","fin","Круглый и развалившийся сугроб с антенной","http:///file_proxy/thumbnail/387736","","109949","fin","props","props_nature","ep023seq07sh07","Assets","ep023","","props","2021/01/27 11:16:32 AM","LEX&PLU",
"7106","props_snowflake_001","fin","снежинка для перехода","http:///file_proxy/thumbnail/379129","","109952","fin","props","props_nature","ep023seq04sh23","Assets","ep023","","props","2021/01/27 11:16:32 AM","LEX&PLU",
"7102","props_snowglobe_001","fin","Грэг-снежный ком, два состояния - целый и развалившийся","http:///file_proxy/thumbnail/388449","","109948","fin","props","props_nature","ep023seq07sh04, ep023seq07sh08","Assets","ep023","","props","2021/01/27 11:16:32 AM","LEX&PLU",
"5336","props_snowman_001","fin","снеговик","http:///file_proxy/thumbnail/302393","","95446","fin","props","props_nature","ep012seq11sh17","Assets","ep012","1 - easy","props","2020/08/08 03:03:11 PM","LEX&PLU",
"7101","props_snowman_002","fin","Лекс-снеговик","http:///file_proxy/thumbnail/380866","","109947","fin","props","props_nature","ep023seq09sh17, ep023seq09sh18, ep023seq09sh19, ep023seq10sh02, ep023seq10sh03, ep023seq10sh04, ep023seq10sh05, ep023seq10sh06","Assets","ep023","","props","2021/01/27 11:16:32 AM","LEX&PLU",
"5585","props_soda_001","fin","банка газировки","http:///file_proxy/thumbnail/307592","","97044","fin","props","props_food&dishes","ep016seq02sh04, ep016seq02sh06, ep016seq02sh08, ep016seq02sh12","Assets","ep016","","props","2020/09/04 03:10:26 PM","LEX&PLU",
"4571","props_soup_001","wtg","полезное варево","http:///file_proxy/thumbnail/274293","","89821","fin","props","props_food&dishes","ep006seq12sh04, ep006seq12sh05, ep006seq12sh06, ep006seq12sh11, ep006seq12sh12","Assets","ep006","2 - standard","props","2020/05/07 09:28:12 PM","LEX&PLU",
"4799","props_spider_001","wtg","паук","http:///file_proxy/thumbnail/276089","","90982","fin","props","props_nature","ep010seq04sh08","Assets","ep010","","props","2020/05/29 12:04:06 AM","LEX&PLU",
"6484","props_splinters_001","fin","осыпающаяся штукатурка, щепки","http:///file_proxy/thumbnail/339950","","105687","fin","props","props_accessories","ep019seq01sh04, ep019seq01sh05","Assets","ep019","2 - standard","props","2020/12/10 04:50:46 PM","LEX&PLU",
"7390","props_split_001","fin","сколы","http:///file_proxy/thumbnail/385191","","112798","fin","props","props_accessories","ep024seq11sh02, ep024seq11sh03, ep024seq11sh05, ep024seq11sh08, ep024seq11sh11, ep024seq11sh13, ep024seq11sh15","Assets","ep024","","props","2021/02/03 08:52:40 PM","LEX&PLU",
"7379","props_sponge_001","fin","губка","http:///file_proxy/thumbnail/369374","","112787","fin","props","props_accessories","ep024seq01sh02, ep024seq01sh03, ep024seq01sh04","Assets","ep024","","props","2021/02/03 08:52:38 PM","LEX&PLU",
"3601","props_spyglass_001","wtg","","http:///file_proxy/thumbnail/205654","","82466","fin","props","props_accessories","ep004seq04sh11","Assets","ep004","","props","2019/12/13 02:27:50 AM","LEX&PLU",
"7097","props_spy_glass_002","rev","подзорная труба","http:///file_proxy/thumbnail/378257","","109943","rev","props","props_accessories","ep023seq08sh19","Assets","ep023","","props","2021/01/27 11:16:31 AM","LEX&PLU",
"7559","props_stars_average_002","fin","звезды средние","","","113774","fin","props","props_nature","ep022seq03sh01, ep022seq03sh05, ep022seq03sh07, ep022seq03sh14, ep022seq03sh15, ep022seq03sh16, ep022seq04sh08, ep022seq05sh01, ep022seq05sh04, ep022seq05sh05, ep022seq08sh01, ep022seq08sh02, ep022seq08sh09, ep023seq08sh03, ep023seq08sh06","Assets","ep022","","props","2021/02/24 08:30:20 PM","LEX&PLU",
"7560","props_stars_fast_003","fin","звезды быстрые","","","113775","fin","props","props_nature","ep023seq04sh01, ep023seq04sh03, ep023seq04sh04, ep023seq04sh06, ep023seq04sh07, ep023seq04sh11, ep023seq04sh12, ep023seq04sh13, ep023seq04sh14, ep023seq04sh15, ep023seq04sh16, ep023seq04sh18, ep023seq04sh19","Assets","ep022","","props","2021/02/24 08:31:06 PM","LEX&PLU",
"4794","props_stars_hor","wtg","","","",,,"","props_nature","ep008seq02sh05, ep008seq06sh02, ep008seq08sh01, ep008seq08sh04, ep008seq11sh01, ep008seq11sh02, ep008seq11sh07, ep008seq11sh09, ep008seq11sh11, ep008seq11sh12, ep010seq03sh01, ep011seq04sh04, ep012seq02sh01, ep012seq04sh01, ep012seq08sh02, ep012seq09sh09, ep014seq02sh01, ep014seq03sh06, ep015seq07sh02, ep015seq07sh03, ep015seq07sh05, ep015seq07sh09, ep015seq07sh10, ep016seq03sh03, ep016seq03sh07, ep016seq03sh26, ep016seq03sh30, ep016seq03sh32, ep016seq03sh33, ep016seq06sh02, ep017seq02sh01, ep017seq02sh06, ep019seq04sh02, ep019seq04sh06, ep019seq05sh01, ep019seq05sh02, ep019seq05sh18, ep019seq06sh01, ep019seq06sh02, ep019seq06sh03, ep019seq06sh04, ep019seq06sh11, ep019seq06sh15, ep020seq02sh09, ep020seq02sh11, ep021seq04sh04, ep021seq04sh06, ep021seq04sh11, ep021seq04sh14, ep021seq04sh20, ep021seq04sh23, ep021seq04sh24, ep021seq04sh27, ep021seq04sh36, ep021seq04sh38, ep021seq05sh01, ep021seq05sh02, ep021seq05sh03, ep021seq05sh05, ep021seq05sh06, ep021seq06sh02, ep021seq06sh08, ep024seq02sh04, ep024seq02sh07, ep024seq02sh08, ep024seq08sh06, ep024seq08sh07, ep024seq08sh08, ep024seq08sh09, ep025seq02sh02, ep025seq02sh04","","","","props","2020/05/25 02:12:52 PM","LEX&PLU",
"7558","props_stars_slow_001","fin","звезды медленные","","","113773","fin","props","props_nature","","Assets","ep022","","props","2021/02/24 08:29:09 PM","LEX&PLU",
"7375","props_stick_001","fin","палка","http:///file_proxy/thumbnail/375893","","112783","fin","props","props_accessories","ep024seq04sh02, ep024seq04sh04, ep024seq04sh05, ep024seq04sh06, ep024seq06sh02, ep024seq06sh04, ep024seq06sh11, ep024seq06sh14, ep024seq06sh16","Assets","ep024","","props","2021/02/03 08:52:38 PM","LEX&PLU",
"7513","props_stick_002","wtg","палка старца - можно модифицировать палку props_flag_001 из девятой серии","","","113716","rdy","props","props_accessories","ep025seq05sh01, ep025seq05sh02, ep025seq05sh06, ep025seq05sh08, ep025seq05sh10, ep025seq05sh11, ep025seq05sh12, ep025seq05sh13, ep025seq05sh20, ep025seq05sh21, ep025seq06sh01, ep025seq06sh02, ep025seq06sh04, ep025seq06sh10, ep025seq06sh20, ep025seq06sh21, ep025seq07sh01, ep025seq07sh03, ep025seq07sh07, ep025seq07sh15, ep025seq08sh01, ep025seq08sh02, ep025seq08sh03, ep025seq08sh05","Assets","ep025","","props","2021/02/20 02:13:59 PM","LEX&PLU",
"7122","props_sticker_001","ip","наклейка","http:///file_proxy/thumbnail/373550","","109968","ip","props","props_accessories","ep023seq15sh03, ep023seq15sh04, ep023seq16sh01, ep023seq16sh02, ep023seq16sh04, ep023seq16sh06, ep023seq16sh07, ep023seq16sh08","Assets","ep023","","props","2021/01/27 11:16:34 AM","LEX&PLU",
"6515","props_stick_shifter_001","fin","Рычаг переключения скоростей","http:///file_proxy/thumbnail/366432","","106426","fin","props","props_vehicles","ep021seq04sh12, ep021seq04sh13","Assets","ep021","1 - easy","props","2020/12/16 03:41:46 PM","LEX&PLU",
"7516","props_stones_001","wtg","камни + маленький камешек по носу Лекса","","","113719","rdy","props","props_nature","ep025seq05sh16, ep025seq05sh17, ep025seq05sh18, ep025seq05sh19, ep025seq08sh04","Assets","ep025","","props","2021/02/20 02:14:00 PM","LEX&PLU",
"5456","props_strawberry_001","fin","Тарелка клубники","http:///file_proxy/thumbnail/298177","","96914","fin","props","props_food&dishes","ep015seq06sh14","Assets","ep015","1 - easy","props","2020/09/02 08:16:40 PM","LEX&PLU",
"5085","props_straws_001","wtg","стакан трубочек","http:///file_proxy/thumbnail/282023","","93176","fin","props","props_accessories","ep011seq16sh09","Assets","ep011","","props","2020/07/16 09:59:04 AM","LEX&PLU",
"4386","props_stuff_001","wtg","хлам из бардачка","http:///file_proxy/thumbnail/273739","","89640","fin","props","props_accessories","ep009seq02sh06, ep009seq02sh08, ep009seq03sh06, ep009seq03sh09, ep009seq03sh15, ep009seq04sh04","Assets","ep009","2 - standard","props","2020/05/07 11:55:49 AM","LEX&PLU",
"5677","props_stuff_002","fin","вещи, летающие вокруг машины","http:///file_proxy/thumbnail/320370","","97128","fin","props","props_accessories","ep016seq07sh05, ep016seq07sh06, ep016seq07sh07","Assets","ep016","","props","2020/09/11 09:51:26 PM","LEX&PLU",
"6236","props_sugar_bowl_001","fin","сахарница","http:///file_proxy/thumbnail/327550","","104572","fin","props","props_food&dishes","ep018seq04sh11","Assets","ep018","","props","2020/11/23 03:44:48 PM","LEX&PLU",
"4387","props_sunglasses_001","wtg","солнечные очки","http:///file_proxy/thumbnail/270860","","89641","fin","props","props_clothes","ep009seq04sh04, ep009seq06sh02, ep009seq06sh04, ep009seq06sh09, ep018seq04sh12","Assets","ep009","1 - easy","props","2020/05/07 11:55:50 AM","LEX&PLU",
"3611","props_sunroof_001","wtg","","http:///file_proxy/thumbnail/205664","","82476","fin","props","props_vehicles","ep004seq05sh14","Assets","ep004","","props","2019/12/13 03:04:48 AM","LEX&PLU",
"4247","props_sushi_001","wtg","суши ролл овощной","http:///file_proxy/thumbnail/295210","","86845","fin","props","props_food&dishes","ep008seq10sh08","Assets","ep008","","props","2020/03/30 09:42:17 AM","LEX&PLU",
